airport_id,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst,tz_database_time_zone,type,source,location
20,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,63.42430114746094,-20.27890014648437,326,0,N,Atlantic/Reykjavik,airport,OurAirports,POINT(-20.27890014648437 63.42430114746094)
21,Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.48500061035156,-84.5093994140625,630,-5,A,America/Toronto,airport,OurAirports,POINT(-84.5093994140625 46.48500061035156)
22,Winnipeg / St. Andrews Airport,Winnipeg,Canada,\N,CYAV,50.0564002991,-97.0325012207,760,-6,A,America/Winnipeg,airport,OurAirports,POINT(-97.0325012207 50.0564002991)
23,Halifax / CFB Shearwater Heliport,Halifax,Canada,\N,CYAW,44.639702,-63.499401,144,-4,A,America/Halifax,airport,OurAirports,POINT(-63.499401 44.639702)
24,St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,51.391899108900006,-56.083099365200006,108,-3.5,A,America/St_Johns,airport,OurAirports,POINT(-56.083099365200006 51.391899108900006)
25,Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,49.079833,-125.77558300000001,80,-8,A,America/Vancouver,airport,OurAirports,POINT(-125.77558300000001 49.079833)
26,Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,68.534401,-89.808098,56,-7,A,America/Edmonton,airport,OurAirports,POINT(-89.808098 68.534401)
27,Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,49.13249969482422,-68.20439910888672,71,-5,A,America/Toronto,airport,OurAirports,POINT(-68.20439910888672 49.13249969482422)
28,CFB Bagotville,Bagotville,Canada,YBG,CYBG,48.33060073852539,-70.99639892578125,522,-5,A,America/Toronto,airport,OurAirports,POINT(-70.99639892578125 48.33060073852539)
29,Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.29889678960001,-96.077796936,59,-6,A,America/Winnipeg,airport,OurAirports,POINT(-96.077796936 64.29889678960001)
30,Campbell River Airport,Campbell River,Canada,YBL,CYBL,49.95080184936523,-125.27100372314452,346,-8,A,America/Vancouver,airport,OurAirports,POINT(-125.27100372314452 49.95080184936523)
31,Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,1343,-6,A,America/Winnipeg,airport,OurAirports,POINT(-99.951897 49.91)
32,Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,69.1081008911,-105.13800048799999,90,-7,A,America/Edmonton,airport,OurAirports,POINT(-105.13800048799999 69.1081008911)
33,Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.054970224899996,-123.869862556,92,-8,A,America/Vancouver,airport,OurAirports,POINT(-123.869862556 49.054970224899996)
34,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.296398162799996,-117.63200378399999,1624,-8,A,America/Vancouver,airport,OurAirports,POINT(-117.63200378399999 49.296398162799996)
35,Miramichi Airport,Chatham,Canada,YCH,CYCH,47.007801,-65.449203,108,-4,A,America/Halifax,airport,OurAirports,POINT(-65.449203 47.007801)
36,Charlo Airport,Charlo,Canada,YCL,CYCL,47.990798999999996,-66.330299,132,-4,A,America/Halifax,airport,OurAirports,POINT(-66.330299 47.990798999999996)
37,Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.816704,-115.143997,74,-7,A,America/Edmonton,airport,OurAirports,POINT(-115.143997 67.816704)
38,Coronation Airport,Coronation,Canada,YCT,CYCT,52.0750007629,-111.444999695,2595,-7,A,America/Edmonton,airport,OurAirports,POINT(-111.444999695 52.0750007629)
39,Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,49.1528015137,-121.93900299100001,32,-8,A,America/Vancouver,airport,OurAirports,POINT(-121.93900299100001 49.1528015137)
40,Clyde River Airport,Clyde River,Canada,YCY,CYCY,70.4860992432,-68.5167007446,87,-5,A,America/Toronto,airport,OurAirports,POINT(-68.5167007446 70.4860992432)
41,Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.1932983398,-83.3593978882,210,-5,A,America/Coral_Harbour,airport,OurAirports,POINT(-83.3593978882 64.1932983398)
42,Dawson City Airport,Dawson,Canada,YDA,CYDA,64.04309844970703,-139.12800598144528,1215,-8,A,America/Vancouver,airport,OurAirports,POINT(-139.12800598144528 64.04309844970703)
43,Burwash Airport,Burwash,Canada,YDB,CYDB,61.37110137939453,-139.04100036621094,2647,-8,A,America/Vancouver,airport,OurAirports,POINT(-139.04100036621094 61.37110137939453)
44,Princeton Airport,Princeton,Canada,\N,CYDC,49.468101501499994,-120.51100158700001,2298,-8,A,America/Vancouver,airport,OurAirports,POINT(-120.51100158700001 49.468101501499994)
45,Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.21080017089844,-57.39139938354492,72,-3.5,A,America/St_Johns,airport,OurAirports,POINT(-57.39139938354492 49.21080017089844)
46,Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,58.4221992493,-130.031997681,2600,-8,A,America/Vancouver,airport,OurAirports,POINT(-130.031997681 58.4221992493)
47,Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.10079956054688,-100.052001953125,999,-6,A,America/Winnipeg,airport,OurAirports,POINT(-100.052001953125 51.10079956054688)
48,Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,55.7422981262207,-120.18299865722656,2148,-7,A,America/Dawson_Creek,airport,OurAirports,POINT(-120.18299865722656 55.7422981262207)
49,Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.309700012200004,-113.580001831,2373,-7,A,America/Edmonton,airport,OurAirports,POINT(-113.580001831 53.309700012200004)
50,Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.0942001343,-94.0708007812,32,-6,A,America/Winnipeg,airport,OurAirports,POINT(-94.0708007812 61.0942001343)
51,Estevan Airport,Estevan,Canada,YEN,CYEN,49.210300445600005,-102.96600341799999,1905,-6,N,America/Regina,airport,OurAirports,POINT(-102.96600341799999 49.210300445600005)
52,Edson Airport,Edson,Canada,YET,CYET,53.5788993835,-116.46499633799999,3043,-7,A,America/Edmonton,airport,OurAirports,POINT(-116.46499633799999 53.5788993835)
53,Eureka Airport,Eureka,Canada,YEU,CYEU,79.9946975708,-85.814201355,256,-6,A,America/Winnipeg,airport,OurAirports,POINT(-85.814201355 79.9946975708)
54,Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,68.30419921880001,-133.483001709,224,-7,A,America/Edmonton,airport,OurAirports,POINT(-133.483001709 68.30419921880001)
55,Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.756402,-68.555801,110,-5,A,America/Toronto,airport,OurAirports,POINT(-68.555801 63.756402)
56,Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.86890029907226,-66.53720092773439,68,-4,A,America/Halifax,airport,OurAirports,POINT(-66.53720092773439 45.86890029907226)
57,Forestville Airport,Forestville,Canada,YFE,CYFE,48.74610137939453,-69.09719848632811,293,-5,A,America/Toronto,airport,OurAirports,POINT(-69.09719848632811 48.74610137939453)
58,Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,54.6781005859375,-101.68199920654295,997,-6,A,America/Winnipeg,airport,OurAirports,POINT(-101.68199920654295 54.6781005859375)
59,Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,61.1808013916,-113.690002441,526,-7,A,America/Edmonton,airport,OurAirports,POINT(-113.690002441 61.1808013916)
60,Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,61.76020050048828,-121.23699951171876,555,-7,A,America/Edmonton,airport,OurAirports,POINT(-121.23699951171876 61.76020050048828)
61,Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.22529983520508,-76.5969009399414,305,-5,A,America/Toronto,airport,OurAirports,POINT(-76.5969009399414 44.22529983520508)
62,La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,53.62530136108398,-77.7042007446289,639,-5,A,America/Toronto,airport,OurAirports,POINT(-77.7042007446289 53.62530136108398)
63,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,48.775299072299994,-64.4785995483,112,-5,A,America/Toronto,airport,OurAirports,POINT(-64.4785995483 48.775299072299994)
64,Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,49.77830123901367,-86.93939971923828,1144,-5,A,America/Toronto,airport,OurAirports,POINT(-86.93939971923828 49.77830123901367)
65,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,47.42470169067383,-61.778099060058594,35,-5,A,America/Toronto,airport,OurAirports,POINT(-61.778099060058594 47.42470169067383)
66,Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,52.8166999817,-102.31099700899999,1175,-6,N,America/Regina,airport,OurAirports,POINT(-102.31099700899999 52.8166999817)
67,Dryden Regional Airport,Dryden,Canada,YHD,CYHD,49.831699,-92.744202,1354,-6,A,America/Winnipeg,airport,OurAirports,POINT(-92.744202 49.831699)
68,Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,70.76280212402344,-117.80599975585938,117,-7,A,America/Edmonton,airport,OurAirports,POINT(-117.80599975585938 70.76280212402344)
69,Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,68.635597229,-95.8497009277,152,-7,A,America/Edmonton,airport,OurAirports,POINT(-95.8497009277 68.635597229)
70,John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.173599243199995,-79.93499755859999,780,-5,A,America/Toronto,airport,OurAirports,POINT(-79.93499755859999 43.173599243199995)
71,Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,45.5175018311,-73.4169006348,90,-5,A,America/Toronto,airport,OurAirports,POINT(-73.4169006348 45.5175018311)
72,Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,60.8396987915,-115.782997131,541,-7,A,America/Edmonton,airport,OurAirports,POINT(-115.782997131 60.8396987915)
73,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.880798339799995,-63.508598327600005,477,-4,A,America/Halifax,airport,OurAirports,POINT(-63.508598327600005 44.880798339799995)
74,Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,48.7738990784,-91.6386032104,1408,-5,A,America/Coral_Harbour,airport,OurAirports,POINT(-91.6386032104 48.7738990784)
75,Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,72.6832962036,-77.9666976929,181,-5,A,America/Toronto,airport,OurAirports,POINT(-77.9666976929 72.6832962036)
76,St Jean Airport,St. Jean,Canada,YJN,CYJN,45.29439926147461,-73.28109741210938,136,-5,A,America/Toronto,airport,OurAirports,POINT(-73.28109741210938 45.29439926147461)
77,Stephenville Airport,Stephenville,Canada,YJT,CYJT,48.5442008972168,-58.54999923706055,84,-3.5,A,America/St_Johns,airport,OurAirports,POINT(-58.54999923706055 48.5442008972168)
78,Kamloops Airport,Kamloops,Canada,YKA,CYKA,50.702201843299996,-120.444000244,1133,-8,A,America/Vancouver,airport,OurAirports,POINT(-120.444000244 50.702201843299996)
79,Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.4608001709,-80.3786010742,1055,-5,A,America/Toronto,airport,OurAirports,POINT(-80.3786010742 43.4608001709)
80,Schefferville Airport,Schefferville,Canada,YKL,CYKL,54.80530166625977,-66.8052978515625,1709,-5,A,America/Toronto,airport,OurAirports,POINT(-66.8052978515625 54.80530166625977)
81,Kindersley Airport,Kindersley,Canada,YKY,CYKY,51.5175018311,-109.180999756,2277,-6,N,America/Regina,airport,OurAirports,POINT(-109.180999756 51.5175018311)
82,Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,43.86220169067383,-79.37000274658203,650,-5,A,America/Toronto,airport,OurAirports,POINT(-79.37000274658203 43.86220169067383)
83,Chapleau Airport,Chapleau,Canada,YLD,CYLD,47.81999969482422,-83.3467025756836,1470,-5,A,America/Toronto,airport,OurAirports,POINT(-83.3467025756836 47.81999969482422)
84,Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,54.12530136108398,-108.52300262451172,1576,-6,N,America/Regina,airport,OurAirports,POINT(-108.52300262451172 54.12530136108398)
85,Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,53.30920028686523,-110.072998046875,2193,-7,A,America/Edmonton,airport,OurAirports,POINT(-110.072998046875 53.30920028686523)
86,Alert Airport,Alert,Canada,YLT,CYLT,82.51779937740001,-62.280601501499994,100,-5,A,America/Toronto,airport,OurAirports,POINT(-62.280601501499994 82.51779937740001)
87,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.9561004639,-119.377998352,1421,-8,A,America/Vancouver,airport,OurAirports,POINT(-119.377998352 49.9561004639)
88,Mayo Airport,Mayo,Canada,YMA,CYMA,63.61640167236328,-135.86799621582028,1653,-8,A,America/Vancouver,airport,OurAirports,POINT(-135.86799621582028 63.61640167236328)
89,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,50.330299377441406,-105.55899810791016,1892,-6,N,America/Regina,airport,OurAirports,POINT(-105.55899810791016 50.330299377441406)
90,Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,56.653301238999994,-111.22200012200001,1211,-7,A,America/Edmonton,airport,OurAirports,POINT(-111.22200012200001 56.653301238999994)
91,Moosonee Airport,Moosonee,Canada,YMO,CYMO,51.291099548339844,-80.60780334472656,30,-5,A,America/Toronto,airport,OurAirports,POINT(-80.60780334472656 51.291099548339844)
92,Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,46.272800445600005,-75.9906005859,656,-5,A,America/Toronto,airport,OurAirports,POINT(-75.9906005859 46.272800445600005)
93,Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,45.679501,-74.038696,270,-5,A,America/Toronto,airport,OurAirports,POINT(-74.038696 45.679501)
94,Natashquan Airport,Natashquan,Canada,YNA,CYNA,50.18999862670898,-61.78919982910156,39,-5,A,America/Toronto,airport,OurAirports,POINT(-61.78919982910156 50.18999862670898)
95,Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,45.5217018127,-75.5635986328,211,-5,A,America/Toronto,airport,OurAirports,POINT(-75.5635986328 45.5217018127)
96,Matagami Airport,Matagami,Canada,YNM,CYNM,49.76169967651367,-77.80280303955078,918,-5,A,America/Toronto,airport,OurAirports,POINT(-77.80280303955078 49.76169967651367)
97,Old Crow Airport,Old Crow,Canada,YOC,CYOC,67.57060241699219,-139.83900451660156,824,-8,A,America/Vancouver,airport,OurAirports,POINT(-139.83900451660156 67.57060241699219)
98,CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,54.40499877929688,-110.27899932861328,1775,-7,A,America/Edmonton,airport,OurAirports,POINT(-110.27899932861328 54.40499877929688)
99,High Level Airport,High Level,Canada,YOJ,CYOJ,58.62139892578125,-117.16500091552734,1110,-7,A,America/Edmonton,airport,OurAirports,POINT(-117.16500091552734 58.62139892578125)
100,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.3224983215332,-75.66919708251953,374,-5,A,America/Toronto,airport,OurAirports,POINT(-75.66919708251953 45.3224983215332)
101,Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.214199066199996,-105.672996521,1405,-6,N,America/Regina,airport,OurAirports,POINT(-105.672996521 53.214199066199996)
102,Peace River Airport,Peace River,Canada,YPE,CYPE,56.226898,-117.446999,1873,-7,A,America/Edmonton,airport,OurAirports,POINT(-117.446999 56.226898)
103,Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.903099,-98.27381700000001,885,-6,A,America/Winnipeg,airport,OurAirports,POINT(-98.27381700000001 49.903099)
104,Pitt Meadows Airport,Pitt Meadows,Canada,\N,CYPK,49.21609878540039,-122.70999908447266,11,-8,A,America/Vancouver,airport,OurAirports,POINT(-122.70999908447266 49.21609878540039)
105,Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,51.4463996887207,-90.21420288085938,1267,-5,A,America/Coral_Harbour,airport,OurAirports,POINT(-90.21420288085938 51.4463996887207)
106,Port Menier Airport,Port Menier,Canada,YPN,CYPN,49.83639907836914,-64.28859710693361,167,-5,A,America/Toronto,airport,OurAirports,POINT(-64.28859710693361 49.83639907836914)
107,Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,44.22999954223633,-78.36329650878906,628,-5,A,America/Toronto,airport,OurAirports,POINT(-78.36329650878906 44.22999954223633)
108,Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,54.2860984802,-130.445007324,116,-8,A,America/Vancouver,airport,OurAirports,POINT(-130.445007324 54.2860984802)
109,Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,58.7672004699707,-111.11699676513672,761,-7,A,America/Edmonton,airport,OurAirports,POINT(-111.11699676513672 58.7672004699707)
110,Muskoka Airport,Muskoka,Canada,YQA,CYQA,44.974700927734375,-79.30329895019531,925,-5,A,America/Toronto,airport,OurAirports,POINT(-79.30329895019531 44.974700927734375)
111,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,244,-5,A,America/Toronto,airport,OurAirports,POINT(-71.393303 46.7911)
112,Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,52.18220138549805,-113.8939971923828,2968,-7,A,America/Edmonton,airport,OurAirports,POINT(-113.8939971923828 52.18220138549805)
113,Windsor Airport,Windsor,Canada,YQG,CYQG,42.27560043334961,-82.95559692382812,622,-5,A,America/Toronto,airport,OurAirports,POINT(-82.95559692382812 42.27560043334961)
114,Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,60.11640167236328,-128.82200622558594,2255,-8,A,America/Vancouver,airport,OurAirports,POINT(-128.82200622558594 60.11640167236328)
115,Kenora Airport,Kenora,Canada,YQK,CYQK,49.78829956054688,-94.36309814453124,1332,-6,A,America/Winnipeg,airport,OurAirports,POINT(-94.36309814453124 49.78829956054688)
116,Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,49.6302986145,-112.80000305200001,3048,-7,A,America/Edmonton,airport,OurAirports,POINT(-112.80000305200001 49.6302986145)
117,Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.11220169067383,-64.67859649658203,232,-4,A,America/Halifax,airport,OurAirports,POINT(-64.67859649658203 46.11220169067383)
119,Comox Airport,Comox,Canada,YQQ,CYQQ,49.71080017089844,-124.88700103759766,84,-8,A,America/Vancouver,airport,OurAirports,POINT(-124.88700103759766 49.71080017089844)
120,Regina International Airport,Regina,Canada,YQR,CYQR,50.43190002441406,-104.66600036621094,1894,-6,N,America/Regina,airport,OurAirports,POINT(-104.66600036621094 50.43190002441406)
121,Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,48.37189865112305,-89.32389831542969,653,-5,A,America/Toronto,airport,OurAirports,POINT(-89.32389831542969 48.37189865112305)
122,Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.1796989441,-118.885002136,2195,-7,A,America/Edmonton,airport,OurAirports,POINT(-118.885002136 55.1796989441)
123,Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,51.26470184326172,-102.46199798583984,1635,-6,N,America/Regina,airport,OurAirports,POINT(-102.46199798583984 51.26470184326172)
124,North Battleford Airport,North Battleford,Canada,YQW,CYQW,52.76919937133789,-108.24400329589844,1799,-6,N,America/Regina,airport,OurAirports,POINT(-108.24400329589844 52.76919937133789)
125,Gander International Airport,Gander,Canada,YQX,CYQX,48.9369010925293,-54.56809997558594,496,-3.5,A,America/St_Johns,airport,OurAirports,POINT(-54.56809997558594 48.9369010925293)
126,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.1614,-60.047798,203,-4,A,America/Halifax,airport,OurAirports,POINT(-60.047798 46.1614)
127,Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,53.026100158691406,-122.51000213623048,1789,-8,A,America/Vancouver,airport,OurAirports,POINT(-122.51000213623048 53.026100158691406)
128,Resolute Bay Airport,Resolute,Canada,YRB,CYRB,74.71690368649999,-94.9693984985,215,-6,A,America/Winnipeg,airport,OurAirports,POINT(-94.9693984985 74.71690368649999)
129,Rivière-du-Loup Airport,Riviere Du Loup,Canada,YRI,CYRI,47.76440048217773,-69.58470153808594,427,-5,A,America/Toronto,airport,OurAirports,POINT(-69.58470153808594 47.76440048217773)
130,Roberval Airport,Roberval,Canada,YRJ,CYRJ,48.52000045776367,-72.2656021118164,586,-5,A,America/Toronto,airport,OurAirports,POINT(-72.2656021118164 48.52000045776367)
131,Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,52.4296989441,-114.903999329,3244,-7,A,America/Edmonton,airport,OurAirports,POINT(-114.903999329 52.4296989441)
132,Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.811401367200006,-92.1157989502,94,-6,A,America/Winnipeg,airport,OurAirports,POINT(-92.1157989502 62.811401367200006)
133,Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.79889678955078,1141,-5,A,America/Toronto,airport,OurAirports,POINT(-80.79889678955078 46.625)
134,Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,45.4385986328125,-71.69139862060547,792,-5,A,America/Toronto,airport,OurAirports,POINT(-71.69139862060547 45.4385986328125)
135,Saint John Airport,St. John,Canada,YSJ,CYSJ,45.31610107421875,-65.89029693603516,357,-4,A,America/Halifax,airport,OurAirports,POINT(-65.89029693603516 45.31610107421875)
136,Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,60.020301818847656,-111.96199798583984,671,-7,A,America/Edmonton,airport,OurAirports,POINT(-111.96199798583984 60.020301818847656)
137,Nanisivik Airport,Nanisivik,Canada,YSR,CYSR,72.982201,-84.613602,2106,-5,A,America/Toronto,airport,OurAirports,POINT(-84.613602 72.982201)
138,Summerside Airport,Summerside,Canada,YSU,CYSU,46.44060134887695,-63.83359909057617,56,-4,A,America/Halifax,airport,OurAirports,POINT(-63.83359909057617 46.44060134887695)
139,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,71.9938964844,-125.24299621600001,282,-7,A,America/Edmonton,airport,OurAirports,POINT(-125.24299621600001 71.9938964844)
140,Cape Dorset Airport,Cape Dorset,Canada,YTE,CYTE,64.2300033569,-76.5267028809,164,-5,A,America/Toronto,airport,OurAirports,POINT(-76.5267028809 64.2300033569)
141,Thompson Airport,Thompson,Canada,YTH,CYTH,55.80110168457031,-97.86419677734376,729,-6,A,America/Winnipeg,airport,OurAirports,POINT(-97.86419677734376 55.80110168457031)
142,CFB Trenton,Trenton,Canada,YTR,CYTR,44.118900299072266,-77.5280990600586,283,-5,A,America/Toronto,airport,OurAirports,POINT(-77.5280990600586 44.118900299072266)
143,Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,48.569698333699996,-81.376701355,967,-5,A,America/Toronto,airport,OurAirports,POINT(-81.376701355 48.569698333699996)
144,Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396202,252,-5,A,America/Toronto,airport,OurAirports,POINT(-79.396202 43.627499)
145,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,CYUB,69.43329620361328,-133.0260009765625,15,-7,A,America/Edmonton,airport,OurAirports,POINT(-133.0260009765625 69.43329620361328)
146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.4706001282,-73.7407989502,118,-5,A,America/Toronto,airport,OurAirports,POINT(-73.7407989502 45.4706001282)
147,Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,66.5214004517,-86.22470092770003,80,-6,A,America/Winnipeg,airport,OurAirports,POINT(-86.22470092770003 66.5214004517)
148,Hall Beach Airport,Hall Beach,Canada,YUX,CYUX,68.77610015869999,-81.2425,30,-5,A,America/Toronto,airport,OurAirports,POINT(-81.2425 68.77610015869999)
149,Rouyn Noranda Airport,Rouyn,Canada,YUY,CYUY,48.20610046386719,-78.83560180664062,988,-5,A,America/Toronto,airport,OurAirports,POINT(-78.83560180664062 48.20610046386719)
